-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 4 0 2

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=87911, spec=[0, 4, 0, 2], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0656 | D 3 | rR:μσmM 0.04 0.16 0.00 0.66 | F:μσmM 7.7 29.8 0.0 123.0 | H 1.908 | V 0.258 | pL 0.034 | vL 0.002 | ∇ 0.059
U 2 | F 004096 | FPS 0665 | D 6 | rR:μσmM 0.07 0.18 0.00 0.66 | F:μσmM 21.6 59.7 0.0 222.0 | H 1.928 | V 0.206 | pL 0.035 | vL 0.000 | ∇ 0.025
U 3 | F 006144 | FPS 0657 | D 9 | rR:μσmM 0.07 0.18 0.00 0.66 | F:μσmM 305.1 53.1 123.0 324.0 | H 1.915 | V 0.161 | pL 0.049 | vL 0.002 | ∇ 0.038
U 4 | F 008192 | FPS 0663 | D 12 | rR:μσmM 0.09 0.24 0.00 0.78 | F:μσmM 295.9 74.8 78.0 324.0 | H 1.915 | V 0.143 | pL 0.016 | vL 0.002 | ∇ 0.023
U 5 | F 010240 | FPS 0664 | D 15 | rR:μσmM 0.10 0.24 0.00 0.78 | F:μσmM 295.4 74.6 78.0 324.0 | H 1.925 | V 0.127 | pL 0.024 | vL 0.000 | ∇ 0.020
U 6 | F 012288 | FPS 0663 | D 18 | rR:μσmM 0.01 0.03 0.00 0.12 | F:μσmM 323.5 1.9 316.0 324.0 | H 1.931 | V 0.096 | pL 0.023 | vL 0.000 | ∇ 0.022
U 7 | F 014336 | FPS 0666 | D 21 | rR:μσmM 0.01 0.03 0.00 0.12 | F:μσmM 323.5 1.9 316.0 324.0 | H 1.937 | V 0.079 | pL 0.015 | vL 0.000 | ∇ 0.010
U 8 | F 016384 | FPS 0664 | D 24 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.936 | V 0.061 | pL 0.017 | vL 0.000 | ∇ 0.015
U 9 | F 018432 | FPS 0654 | D 27 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.940 | V 0.047 | pL 0.010 | vL 0.000 | ∇ 0.010
U 10 | F 020480 | FPS 0659 | D 31 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V 0.039 | pL 0.007 | vL 0.000 | ∇ 0.006
Status saved
