/Users/ruoxili/Documents/NRL/rl-starter-files/scripts/train.py --algo ppo --save-interval 10 --model simple35_n1andn1_text --lr 0.001 --procs 8 --text

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model='simple35_n1andn1_text', optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=1, text=True, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (word_embedding): Embedding(100, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0763 | D 2 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.941 | V -0.141 | pL -0.020 | vL 0.003 | ∇ 0.125
U 2 | F 004096 | FPS 0971 | D 4 | rR:μσmM 0.02 0.07 0.00 0.31 | F:μσmM 15.6 60.5 0.0 250.0 | H 1.935 | V -0.064 | pL -0.015 | vL 0.001 | ∇ 0.012
U 3 | F 006144 | FPS 0966 | D 6 | rR:μσmM 0.04 0.10 0.00 0.31 | F:μσmM 315.3 23.0 250.0 324.0 | H 1.933 | V -0.045 | pL -0.016 | vL 0.000 | ∇ 0.007
U 4 | F 008192 | FPS 0807 | D 9 | rR:μσmM 0.04 0.10 0.00 0.31 | F:μσmM 315.3 23.0 250.0 324.0 | H 1.941 | V -0.038 | pL -0.007 | vL 0.000 | ∇ 0.005
U 5 | F 010240 | FPS 0618 | D 12 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.942 | V -0.030 | pL -0.006 | vL 0.000 | ∇ 0.003
U 6 | F 012288 | FPS 0650 | D 15 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.025 | pL -0.006 | vL 0.000 | ∇ 0.005
U 7 | F 014336 | FPS 0542 | D 19 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.022 | pL -0.004 | vL 0.000 | ∇ 0.003
U 8 | F 016384 | FPS 0956 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.017 | pL -0.006 | vL 0.000 | ∇ 0.003
U 9 | F 018432 | FPS 0981 | D 23 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.015 | pL -0.003 | vL 0.000 | ∇ 0.002
U 10 | F 020480 | FPS 0654 | D 27 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.945 | V -0.013 | pL -0.003 | vL 0.000 | ∇ 0.002
Status saved
