update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,697.1773995604422,2,0.0,0.0,0,0,0.0,0.0,0,0,1.9197253584861755,-0.08222084864974022,-0.023399519734084606,0.0011485185532364994,0.022470578381467016,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,706.117414821164,5,0.0,0.0,0,0,0.0,0.0,0,0,1.9311063438653946,-0.06055529275909066,-0.009917658986523747,0.00025782589000300504,0.007050851864333853,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,713.0341554261939,8,0.01406249962747097,0.05446382686324307,0.0,0.22499999403953552,321.1875,10.89276566120836,279.0,324.0,1.939945012331009,-0.04693059762939811,-0.019042181549593806,0.00047643314974266104,0.009741957637333876,0.01406249962747097,0.05446382686324307,0.0,0.22499999403953552
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,713.6596656591166,11,0.01406249962747097,0.05446382686324307,0.0,0.22499999403953552,321.1875,10.89276566120836,279.0,324.0,1.9388303011655807,-0.03864169539883733,-0.007486626855097711,5.921172760281479e-05,0.003896258339883833,0.01406249962747097,0.05446382686324307,0.0,0.22499999403953552
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,714.623444403079,14,0.02500000037252903,0.09682458509798414,0.0,0.4000000059604645,317.25,26.142637586900065,216.0,324.0,1.940224900841713,-0.028105150209739804,-0.009256088058464229,0.0005680459562427131,0.007504550405958189,0.02500000037252903,0.09682458509798414,0.0,0.4000000059604645
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,718.0953885385419,17,0.02500000037252903,0.09682458509798414,0.0,0.4000000059604645,317.25,26.142637586900065,216.0,324.0,1.9429502487182617,-0.01900782808661461,-0.004546910582575947,6.0138508615636965e-05,0.0025541544688465548,0.02500000037252903,0.09682458509798414,0.0,0.4000000059604645
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,711.979396701032,20,0.0225694440305233,0.08741108086337714,0.0,0.3611111044883728,318.125,22.753777158968575,230.0,324.0,1.9428106099367142,-0.010503793600946665,-0.005647251062327996,0.0005912117767365999,0.007506141698420982,0.0225694440305233,0.08741108086337714,0.0,0.3611111044883728
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,713.8339659413011,23,0.03454861044883728,0.09618979793537283,0.0,0.3611111044883728,316.0625,23.607384305551516,230.0,324.0,1.9434362351894379,-0.009009050205349922,-0.0057865658309310675,0.00016307259829773102,0.003381540559468566,0.03454861044883728,0.09618979793537283,0.0,0.3611111044883728
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,711.8468200052191,25,0.03454861044883728,0.09618979793537283,0.0,0.3611111044883728,316.0625,23.607384305551516,230.0,324.0,1.9442348033189774,-0.005914078443311155,-0.001209874579217285,2.6867095130000962e-05,0.00195967820976783,0.03454861044883728,0.09618979793537283,0.0,0.3611111044883728
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,713.6893126413369,28,0.02986111119389534,0.08273220743853636,0.0,0.3083333373069763,317.75,18.75,249.0,324.0,1.9431892186403275,-6.412772927433252e-05,-0.005057375936303288,0.00045877581578679383,0.00518063461286798,0.02986111119389534,0.08273220743853636,0.0,0.3083333373069763
11,22528,722.7708191554741,31,0.07170138880610466,0.1749427227504217,0.0,0.6694444417953491,304.9375,51.51512975573293,119.0,324.0,1.938515529036522,0.001574073830852285,-0.006393692456185818,0.0015039297140901908,0.008452502136851484,0.07170138880610466,0.1749427227504217,0.0,0.6694444417953491
12,24576,708.6049542669974,34,0.07170138880610466,0.1749427227504217,0.0,0.6694444417953491,304.9375,51.51512975573293,119.0,324.0,1.9417254030704498,0.003526831977069378,0.0006836277061665896,4.219920356263174e-05,0.0022702462471861206,0.07170138880610466,0.1749427227504217,0.0,0.6694444417953491
13,26624,707.950458914454,37,0.0,0.0,0.0,0.0,324.0,0.0,324.0,324.0,1.9433992505073547,0.0023576473176945,0.00047391410771524534,2.9991277187946253e-05,0.0016787721943267,0.0,0.0,0.0,0.0
14,28672,710.3911408670874,40,0.0651041641831398,0.1722557270242306,0.0,0.5249999761581421,305.0625,50.106722041558456,171.0,324.0,1.9418810158967972,0.01135638274718076,-0.008250087092164904,0.0019219073474232573,0.011198971500696316,0.0651041641831398,0.1722557270242306,0.0,0.5249999761581421
15,30720,709.3110284832246,43,0.1041666641831398,0.19237740040490314,0.0,0.5249999761581421,295.5,54.90332412522943,171.0,324.0,1.9368140399456024,0.016095624887384474,-0.0022141109402582515,0.0006629252493439708,0.009035834716688243,0.1041666641831398,0.19237740040490314,0.0,0.5249999761581421
16,32768,713.1001557210078,46,0.1041666641831398,0.19237740040490314,0.0,0.5249999761581421,295.5,54.90332412522943,171.0,324.0,1.9382024109363556,0.014737657154910266,0.0031752440700074658,5.812355630041566e-05,0.0028743918856967907,0.1041666641831398,0.19237740040490314,0.0,0.5249999761581421
17,34816,713.8153398007103,49,0.0,0.0,0.0,0.0,324.0,0.0,324.0,324.0,1.9429785311222076,0.012519602081738412,0.002665169391548261,2.3558950033475412e-05,0.0015959811124953067,0.0,0.0,0.0,0.0
18,36864,709.0400648656912,51,0.03194444626569748,0.12372030839086405,0.0,0.5111111402511597,314.75,35.82509595241861,176.0,324.0,1.9430068135261536,0.015044062514789402,-0.0012461793312468217,0.0004850933764828369,0.006572793936767883,0.03194444626569748,0.12372030839086405,0.0,0.5111111402511597
19,38912,703.2948173736594,54,0.03194444626569748,0.12372030839086405,0.0,0.5111111402511597,314.75,35.82509595241861,176.0,324.0,1.9442987740039825,0.007219929771963507,0.0008386747529129934,3.814065212282003e-05,0.0022074157201680666,0.03194444626569748,0.12372030839086405,0.0,0.5111111402511597
20,40960,710.7385210304083,57,0.04392361268401146,0.12920481977689557,0.0,0.5111111402511597,312.6875,36.18134662709502,176.0,324.0,1.942065268754959,0.01416180667001754,0.0005976976208330598,0.00023589791089762002,0.005091183564311914,0.04392361268401146,0.12920481977689557,0.0,0.5111111402511597
21,43008,713.5383758646423,60,0.01197916641831398,0.0463951120395772,0.0,0.19166666269302368,321.9375,7.988028151552797,291.0,324.0,1.9435351341962814,0.01044190744869411,0.002779798087431118,3.606825271162961e-05,0.0022209335352217194,0.01197916641831398,0.0463951120395772,0.0,0.19166666269302368
22,45056,710.3387987938868,63,0.01197916641831398,0.0463951120395772,0.0,0.19166666269302368,321.9375,7.988028151552797,291.0,324.0,1.9431359767913818,0.00894185178913176,0.0017550299962749705,2.0272387700970285e-05,0.0019157312893731343,0.01197916641831398,0.0463951120395772,0.0,0.19166666269302368
23,47104,708.7067383013201,66,0.008159722201526165,0.031602468196189754,0.0,0.13055555522441864,323.3125,2.6626760505175993,313.0,324.0,1.943294033408165,0.007500752748455852,0.0008738906617509201,5.5125964536273386e-05,0.0016910927182022001,0.008159722201526165,0.031602468196189754,0.0,0.13055555522441864
24,49152,707.1805961997686,69,0.008159722201526165,0.031602468196189754,0.0,0.13055555522441864,323.3125,2.6626760505175993,313.0,324.0,1.9445548504590988,0.007171481789555401,0.001151955220848322,7.931437551178533e-06,0.0009553286157828917,0.008159722201526165,0.031602468196189754,0.0,0.13055555522441864
25,51200,703.363519130528,72,0.048263887874782085,0.1030021691297806,0.0,0.32499998807907104,313.375,23.579320918974744,243.0,324.0,1.9409835934638977,0.011713366373442113,-0.004388932429719716,0.0004075431570527144,0.005646066281720525,0.048263887874782085,0.1030021691297806,0.0,0.32499998807907104
26,53248,709.5778617290686,75,0.07378472108393908,0.1338494359189778,0.0,0.40833333134651184,306.4375,33.62285076774425,213.0,324.0,1.9355581104755402,0.016009593615308404,0.00020493907322816085,0.0006040446314727888,0.010487108366238243,0.07378472108393908,0.1338494359189778,0.0,0.40833333134651184
