-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 3 0 1

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=630499, spec=[0, 3, 0, 1], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 3 0 1

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=687756, spec=[0, 3, 0, 1], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0670 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.903 | V -0.340 | pL -0.059 | vL 0.002 | ∇ 0.060
U 1 | F 002048 | FPS 0669 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.931 | V 0.252 | pL 0.044 | vL 0.001 | ∇ 0.034
U 2 | F 004096 | FPS 0669 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.921 | V -0.280 | pL -0.049 | vL 0.000 | ∇ 0.025
U 2 | F 004096 | FPS 0667 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.939 | V 0.202 | pL 0.034 | vL 0.000 | ∇ 0.021
U 3 | F 006144 | FPS 0671 | D 9 | rR:μσmM 0.02 0.05 0.00 0.17 | F:μσmM 321.6 6.5 300.0 324.0 | H 1.926 | V -0.211 | pL -0.074 | vL 0.004 | ∇ 0.037
U 3 | F 006144 | FPS 0665 | D 9 | rR:μσmM 0.02 0.06 0.00 0.25 | F:μσmM 320.7 12.8 271.0 324.0 | H 1.938 | V 0.156 | pL 0.051 | vL 0.002 | ∇ 0.048
U 4 | F 008192 | FPS 0667 | D 12 | rR:μσmM 0.02 0.05 0.00 0.17 | F:μσmM 321.6 6.5 300.0 324.0 | H 1.929 | V -0.164 | pL -0.030 | vL 0.000 | ∇ 0.018
U 4 | F 008192 | FPS 0664 | D 12 | rR:μσmM 0.02 0.06 0.00 0.25 | F:μσmM 320.7 12.8 271.0 324.0 | H 1.936 | V 0.125 | pL 0.021 | vL 0.000 | ∇ 0.015
U 5 | F 010240 | FPS 0669 | D 15 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.936 | V -0.140 | pL -0.026 | vL 0.000 | ∇ 0.015
U 5 | F 010240 | FPS 0666 | D 15 | rR:μσmM 0.04 0.11 0.00 0.41 | F:μσmM 313.6 29.1 214.0 324.0 | H 1.940 | V 0.105 | pL 0.014 | vL 0.000 | ∇ 0.011
U 6 | F 012288 | FPS 0669 | D 18 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.931 | V -0.110 | pL -0.025 | vL 0.001 | ∇ 0.020
U 6 | F 012288 | FPS 0668 | D 18 | rR:μσmM 0.04 0.11 0.00 0.41 | F:μσmM 313.6 29.1 214.0 324.0 | H 1.940 | V 0.088 | pL 0.019 | vL 0.000 | ∇ 0.014
U 7 | F 014336 | FPS 0665 | D 21 | rR:μσmM 0.07 0.19 0.00 0.62 | F:μσmM 303.3 55.2 138.0 324.0 | H 1.935 | V -0.076 | pL -0.024 | vL 0.002 | ∇ 0.016
