-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 0 5

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=377950, spec=[0, 5, 0, 5], text=False, value_loss_coef=0.5)

-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 0 5

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=291746, spec=[0, 5, 0, 5], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Device: cpu

Optimizer loaded

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0676 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.919 | V 0.145 | pL 0.024 | vL 0.000 | ∇ 0.068
U 1 | F 002048 | FPS 0683 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.875 | V 1.053 | pL 0.182 | vL 0.002 | ∇ 0.112
U 2 | F 004096 | FPS 0662 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.934 | V 0.117 | pL 0.020 | vL 0.000 | ∇ 0.029
U 2 | F 004096 | FPS 0674 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.889 | V 0.893 | pL 0.150 | vL 0.002 | ∇ 0.124
U 3 | F 006144 | FPS 0675 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.942 | V 0.089 | pL 0.030 | vL 0.001 | ∇ 0.042
U 3 | F 006144 | FPS 0680 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.887 | V 0.720 | pL 0.229 | vL 0.036 | ∇ 0.247
U 4 | F 008192 | FPS 0672 | D 12 | rR:μσmM 0.04 0.14 0.00 0.58 | F:μσmM 313.1 42.1 150.0 324.0 | H 1.891 | V 0.584 | pL 0.102 | vL 0.001 | ∇ 0.090
U 4 | F 008192 | FPS 0660 | D 12 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.941 | V 0.068 | pL 0.011 | vL 0.000 | ∇ 0.015
U 5 | F 010240 | FPS 0670 | D 15 | rR:μσmM 0.09 0.19 0.00 0.58 | F:μσmM 297.5 56.1 150.0 324.0 | H 1.868 | V 0.511 | pL 0.089 | vL 0.001 | ∇ 0.076
U 5 | F 010240 | FPS 0666 | D 15 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V 0.060 | pL 0.010 | vL 0.000 | ∇ 0.008
U 6 | F 012288 | FPS 0672 | D 18 | rR:μσmM 0.09 0.19 0.00 0.58 | F:μσmM 297.5 56.1 150.0 324.0 | H 1.883 | V 0.426 | pL 0.096 | vL 0.007 | ∇ 0.100
U 6 | F 012288 | FPS 0669 | D 18 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V 0.049 | pL 0.012 | vL 0.000 | ∇ 0.017
U 7 | F 014336 | FPS 0674 | D 21 | rR:μσmM 0.01 0.03 0.00 0.12 | F:μσmM 323.5 1.9 316.0 324.0 | H 1.899 | V 0.378 | pL 0.073 | vL 0.002 | ∇ 0.085
