-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 1 7

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=108795, spec=[0, 7, 1, 7], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0700 | D 2 | rR:μσmM 0.48 0.42 0.00 0.94 | F:μσmM 31.4 36.2 0.0 122.0 | H 1.603 | V 0.213 | pL -0.021 | vL 0.013 | ∇ 0.149
U 2 | F 004096 | FPS 0702 | D 5 | rR:μσmM 0.68 0.20 0.29 0.94 | F:μσmM 114.6 73.3 20.0 256.0 | H 1.666 | V 0.199 | pL 0.010 | vL 0.003 | ∇ 0.058
U 3 | F 006144 | FPS 0704 | D 8 | rR:μσmM 0.54 0.33 0.00 0.94 | F:μσmM 163.5 115.9 21.0 324.0 | H 1.675 | V 0.218 | pL -0.013 | vL 0.012 | ∇ 0.212
U 4 | F 008192 | FPS 0698 | D 11 | rR:μσmM 0.69 0.24 0.15 0.94 | F:μσmM 113.1 87.9 20.0 307.0 | H 1.610 | V 0.252 | pL -0.053 | vL 0.015 | ∇ 0.125
U 5 | F 010240 | FPS 0709 | D 14 | rR:μσmM 0.83 0.14 0.42 0.95 | F:μσmM 62.3 51.4 17.0 210.0 | H 1.528 | V 0.372 | pL -0.105 | vL 0.021 | ∇ 0.174
U 6 | F 012288 | FPS 0713 | D 17 | rR:μσmM 0.90 0.07 0.61 0.96 | F:μσmM 35.6 26.4 13.0 142.0 | H 1.247 | V 0.605 | pL -0.169 | vL 0.017 | ∇ 0.159
U 7 | F 014336 | FPS 0716 | D 20 | rR:μσmM 0.93 0.03 0.84 0.96 | F:μσmM 25.0 10.1 14.0 58.0 | H 1.176 | V 0.738 | pL -0.122 | vL 0.008 | ∇ 0.175
U 8 | F 016384 | FPS 0716 | D 23 | rR:μσmM 0.94 0.03 0.81 0.96 | F:μσmM 21.6 9.5 14.0 70.0 | H 1.051 | V 0.799 | pL -0.074 | vL 0.004 | ∇ 0.108
U 9 | F 018432 | FPS 0709 | D 26 | rR:μσmM 0.94 0.02 0.80 0.96 | F:μσmM 20.9 7.7 13.0 71.0 | H 1.079 | V 0.826 | pL -0.035 | vL 0.002 | ∇ 0.062
U 10 | F 020480 | FPS 0709 | D 29 | rR:μσmM 0.94 0.02 0.86 0.96 | F:μσmM 20.5 5.9 14.0 52.0 | H 1.116 | V 0.843 | pL -0.020 | vL 0.001 | ∇ 0.026
Status saved
U 11 | F 022528 | FPS 0706 | D 31 | rR:μσmM 0.94 0.02 0.77 0.96 | F:μσmM 20.0 7.2 13.0 82.0 | H 1.246 | V 0.848 | pL -0.005 | vL 0.001 | ∇ 0.034
U 12 | F 024576 | FPS 0707 | D 34 | rR:μσmM 0.93 0.03 0.73 0.96 | F:μσmM 23.4 10.1 15.0 99.0 | H 1.283 | V 0.828 | pL 0.017 | vL 0.002 | ∇ 0.055
U 13 | F 026624 | FPS 0704 | D 37 | rR:μσmM 0.93 0.03 0.69 0.96 | F:μσmM 23.8 11.0 15.0 112.0 | H 1.285 | V 0.823 | pL -0.002 | vL 0.001 | ∇ 0.042
U 14 | F 028672 | FPS 0706 | D 40 | rR:μσmM 0.94 0.02 0.87 0.96 | F:μσmM 23.4 5.7 14.0 47.0 | H 1.251 | V 0.827 | pL -0.001 | vL 0.001 | ∇ 0.030
U 15 | F 030720 | FPS 0707 | D 43 | rR:μσmM 0.94 0.02 0.85 0.96 | F:μσmM 23.2 6.5 15.0 55.0 | H 1.330 | V 0.828 | pL -0.001 | vL 0.001 | ∇ 0.017
U 16 | F 032768 | FPS 0705 | D 46 | rR:μσmM 0.94 0.01 0.90 0.96 | F:μσmM 23.2 4.3 15.0 37.0 | H 1.379 | V 0.812 | pL 0.006 | vL 0.001 | ∇ 0.024
U 17 | F 034816 | FPS 0707 | D 49 | rR:μσmM 0.93 0.06 0.37 0.96 | F:μσmM 27.0 22.8 16.0 228.0 | H 1.430 | V 0.821 | pL 0.008 | vL 0.002 | ∇ 0.047
U 18 | F 036864 | FPS 0704 | D 52 | rR:μσmM 0.93 0.02 0.85 0.95 | F:μσmM 26.4 5.8 17.0 54.0 | H 1.420 | V 0.822 | pL 0.014 | vL 0.001 | ∇ 0.032
U 19 | F 038912 | FPS 0704 | D 55 | rR:μσmM 0.93 0.02 0.86 0.95 | F:μσmM 27.0 6.9 17.0 52.0 | H 1.450 | V 0.805 | pL 0.007 | vL 0.001 | ∇ 0.036
U 20 | F 040960 | FPS 0706 | D 58 | rR:μσmM 0.92 0.03 0.80 0.96 | F:μσmM 27.3 9.7 16.0 73.0 | H 1.327 | V 0.803 | pL -0.002 | vL 0.002 | ∇ 0.036
Status saved
U 21 | F 043008 | FPS 0706 | D 61 | rR:μσmM 0.93 0.02 0.80 0.96 | F:μσmM 25.1 8.6 15.0 72.0 | H 1.285 | V 0.805 | pL -0.005 | vL 0.002 | ∇ 0.042
U 22 | F 045056 | FPS 0709 | D 63 | rR:μσmM 0.94 0.02 0.74 0.96 | F:μσmM 23.0 8.7 15.0 92.0 | H 1.278 | V 0.826 | pL -0.021 | vL 0.001 | ∇ 0.026
U 23 | F 047104 | FPS 0702 | D 66 | rR:μσmM 0.93 0.03 0.79 0.96 | F:μσmM 24.5 9.3 16.0 77.0 | H 1.242 | V 0.821 | pL 0.004 | vL 0.002 | ∇ 0.028
U 24 | F 049152 | FPS 0707 | D 69 | rR:μσmM 0.94 0.02 0.86 0.96 | F:μσmM 22.3 5.4 15.0 50.0 | H 1.283 | V 0.836 | pL -0.009 | vL 0.001 | ∇ 0.020
U 25 | F 051200 | FPS 0709 | D 72 | rR:μσmM 0.94 0.01 0.84 0.96 | F:μσmM 22.8 5.2 14.0 56.0 | H 1.362 | V 0.835 | pL 0.001 | vL 0.001 | ∇ 0.025
U 26 | F 053248 | FPS 0710 | D 75 | rR:μσmM 0.93 0.01 0.90 0.96 | F:μσmM 23.8 4.7 13.0 36.0 | H 1.452 | V 0.834 | pL 0.006 | vL 0.001 | ∇ 0.018
U 27 | F 055296 | FPS 0710 | D 78 | rR:μσmM 0.92 0.03 0.76 0.95 | F:μσmM 28.8 9.9 17.0 85.0 | H 1.461 | V 0.800 | pL 0.021 | vL 0.001 | ∇ 0.053
U 28 | F 057344 | FPS 0712 | D 81 | rR:μσmM 0.92 0.03 0.84 0.96 | F:μσmM 28.7 9.2 16.0 57.0 | H 1.430 | V 0.800 | pL 0.015 | vL 0.002 | ∇ 0.053
U 29 | F 059392 | FPS 0704 | D 84 | rR:μσmM 0.93 0.02 0.82 0.96 | F:μσmM 26.5 8.4 14.0 65.0 | H 1.404 | V 0.801 | pL -0.006 | vL 0.001 | ∇ 0.036
U 30 | F 061440 | FPS 0709 | D 87 | rR:μσmM 0.92 0.04 0.71 0.95 | F:μσmM 28.7 13.8 17.0 104.0 | H 1.355 | V 0.793 | pL 0.005 | vL 0.002 | ∇ 0.038
Status saved
U 31 | F 063488 | FPS 0710 | D 90 | rR:μσmM 0.93 0.02 0.83 0.96 | F:μσmM 24.5 7.3 14.0 61.0 | H 1.367 | V 0.812 | pL -0.012 | vL 0.001 | ∇ 0.024
U 32 | F 065536 | FPS 0710 | D 92 | rR:μσmM 0.92 0.03 0.80 0.96 | F:μσmM 27.2 9.7 16.0 73.0 | H 1.333 | V 0.801 | pL 0.008 | vL 0.002 | ∇ 0.049
U 33 | F 067584 | FPS 0708 | D 95 | rR:μσmM 0.93 0.02 0.82 0.96 | F:μσmM 24.4 7.2 14.0 65.0 | H 1.316 | V 0.815 | pL -0.013 | vL 0.001 | ∇ 0.052
U 34 | F 069632 | FPS 0706 | D 98 | rR:μσmM 0.94 0.02 0.82 0.96 | F:μσmM 22.6 7.9 13.0 63.0 | H 1.295 | V 0.829 | pL -0.009 | vL 0.001 | ∇ 0.023
U 35 | F 071680 | FPS 0712 | D 101 | rR:μσmM 0.93 0.02 0.86 0.96 | F:μσmM 23.8 5.8 15.0 51.0 | H 1.386 | V 0.830 | pL -0.002 | vL 0.001 | ∇ 0.031
U 36 | F 073728 | FPS 0705 | D 104 | rR:μσmM 0.93 0.02 0.86 0.96 | F:μσmM 24.5 5.8 15.0 52.0 | H 1.414 | V 0.824 | pL 0.007 | vL 0.001 | ∇ 0.024
U 37 | F 075776 | FPS 0709 | D 107 | rR:μσmM 0.93 0.02 0.87 0.96 | F:μσmM 25.1 5.7 15.0 48.0 | H 1.425 | V 0.819 | pL 0.001 | vL 0.001 | ∇ 0.026
U 38 | F 077824 | FPS 0708 | D 110 | rR:μσmM 0.92 0.02 0.84 0.96 | F:μσmM 27.1 6.9 16.0 56.0 | H 1.494 | V 0.812 | pL 0.006 | vL 0.001 | ∇ 0.026
U 39 | F 079872 | FPS 0709 | D 113 | rR:μσmM 0.92 0.02 0.83 0.96 | F:μσmM 27.6 7.6 16.0 60.0 | H 1.450 | V 0.800 | pL 0.005 | vL 0.001 | ∇ 0.081
U 40 | F 081920 | FPS 0703 | D 116 | rR:μσmM 0.92 0.03 0.76 0.96 | F:μσmM 28.9 10.6 16.0 86.0 | H 1.374 | V 0.784 | pL 0.000 | vL 0.002 | ∇ 0.029
Status saved
U 41 | F 083968 | FPS 0707 | D 119 | rR:μσmM 0.93 0.02 0.81 0.96 | F:μσmM 26.3 8.5 16.0 69.0 | H 1.404 | V 0.799 | pL -0.014 | vL 0.002 | ∇ 0.029
