-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 4 0 1

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=286374, spec=[0, 4, 0, 1], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0659 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.908 | V -0.035 | pL 0.000 | vL 0.001 | ∇ 0.035
U 2 | F 004096 | FPS 0656 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.923 | V -0.035 | pL -0.009 | vL 0.000 | ∇ 0.011
U 3 | F 006144 | FPS 0662 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.931 | V -0.021 | pL -0.006 | vL 0.000 | ∇ 0.007
U 4 | F 008192 | FPS 0660 | D 12 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.937 | V -0.019 | pL -0.003 | vL 0.000 | ∇ 0.003
U 5 | F 010240 | FPS 0662 | D 15 | rR:μσmM 0.02 0.04 0.00 0.14 | F:μσmM 322.4 4.1 311.0 324.0 | H 1.936 | V -0.015 | pL -0.006 | vL 0.000 | ∇ 0.008
U 6 | F 012288 | FPS 0665 | D 18 | rR:μσmM 0.05 0.17 0.00 0.69 | F:μσmM 310.1 51.0 113.0 324.0 | H 1.937 | V -0.003 | pL -0.008 | vL 0.001 | ∇ 0.015
U 7 | F 014336 | FPS 0665 | D 21 | rR:μσmM 0.05 0.17 0.00 0.69 | F:μσmM 310.1 51.0 113.0 324.0 | H 1.934 | V 0.001 | pL -0.003 | vL 0.000 | ∇ 0.007
U 8 | F 016384 | FPS 0665 | D 24 | rR:μσmM 0.05 0.14 0.00 0.51 | F:μσmM 310.8 37.7 178.0 324.0 | H 1.938 | V 0.008 | pL -0.004 | vL 0.000 | ∇ 0.013
U 9 | F 018432 | FPS 0661 | D 27 | rR:μσmM 0.07 0.17 0.00 0.54 | F:μσmM 305.0 50.3 166.0 324.0 | H 1.933 | V 0.004 | pL -0.005 | vL 0.001 | ∇ 0.017
U 10 | F 020480 | FPS 0663 | D 31 | rR:μσmM 0.04 0.13 0.00 0.54 | F:μσmM 312.8 38.3 166.0 324.0 | H 1.932 | V 0.016 | pL -0.003 | vL 0.001 | ∇ 0.024
Status saved
U 11 | F 022528 | FPS 0666 | D 34 | rR:μσmM 0.04 0.13 0.00 0.54 | F:μσmM 312.8 38.3 166.0 324.0 | H 1.935 | V 0.014 | pL 0.005 | vL 0.000 | ∇ 0.012
U 12 | F 024576 | FPS 0668 | D 37 | rR:μσmM 0.01 0.04 0.00 0.16 | F:μσmM 322.6 5.3 302.0 324.0 | H 1.939 | V 0.014 | pL 0.003 | vL 0.000 | ∇ 0.004
U 13 | F 026624 | FPS 0663 | D 40 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.941 | V 0.010 | pL 0.003 | vL 0.000 | ∇ 0.005
U 14 | F 028672 | FPS 0658 | D 43 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V 0.007 | pL 0.001 | vL 0.000 | ∇ 0.002
U 15 | F 030720 | FPS 0660 | D 46 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V 0.008 | pL 0.001 | vL 0.000 | ∇ 0.004
U 16 | F 032768 | FPS 0664 | D 49 | rR:μσmM 0.01 0.03 0.00 0.11 | F:μσmM 323.9 0.5 322.0 324.0 | H 1.944 | V 0.006 | pL 0.001 | vL 0.000 | ∇ 0.007
U 17 | F 034816 | FPS 0660 | D 52 | rR:μσmM 0.01 0.03 0.00 0.11 | F:μσmM 323.9 0.5 322.0 324.0 | H 1.944 | V 0.003 | pL 0.001 | vL 0.000 | ∇ 0.004
