-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 1 7 1 1

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=74959, spec=[1, 7, 1, 1], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0673 | D 3 | rR:μσmM 0.10 0.28 0.00 0.89 | F:μσmM 7.5 21.1 0.0 80.0 | H 1.798 | V -0.066 | pL -0.036 | vL 0.007 | ∇ 0.081
U 2 | F 004096 | FPS 0674 | D 6 | rR:μσmM 0.14 0.30 0.00 0.89 | F:μσmM 15.9 37.0 0.0 134.0 | H 1.816 | V -0.056 | pL -0.012 | vL 0.001 | ∇ 0.027
U 3 | F 006144 | FPS 0671 | D 9 | rR:μσmM 0.11 0.25 0.00 0.88 | F:μσmM 292.9 79.4 42.0 324.0 | H 1.850 | V -0.028 | pL -0.020 | vL 0.003 | ∇ 0.041
U 4 | F 008192 | FPS 0679 | D 12 | rR:μσmM 0.19 0.33 0.00 0.88 | F:μσmM 264.3 104.2 42.0 324.0 | H 1.851 | V 0.006 | pL -0.019 | vL 0.005 | ∇ 0.056
U 5 | F 010240 | FPS 0672 | D 15 | rR:μσmM 0.27 0.33 0.00 0.88 | F:μσmM 242.1 103.3 42.0 324.0 | H 1.890 | V -0.010 | pL -0.010 | vL 0.001 | ∇ 0.033
U 6 | F 012288 | FPS 0678 | D 18 | rR:μσmM 0.15 0.25 0.00 0.75 | F:μσmM 282.4 76.7 91.0 324.0 | H 1.906 | V 0.011 | pL -0.014 | vL 0.003 | ∇ 0.059
U 7 | F 014336 | FPS 0673 | D 21 | rR:μσmM 0.25 0.35 0.00 0.92 | F:μσmM 247.8 111.6 28.0 324.0 | H 1.884 | V 0.009 | pL -0.017 | vL 0.005 | ∇ 0.094
U 8 | F 016384 | FPS 0675 | D 24 | rR:μσmM 0.26 0.35 0.00 0.92 | F:μσmM 243.5 108.6 28.0 324.0 | H 1.883 | V 0.011 | pL -0.010 | vL 0.002 | ∇ 0.041
U 9 | F 018432 | FPS 0674 | D 27 | rR:μσmM 0.22 0.30 0.00 0.79 | F:μσmM 260.0 93.4 76.0 324.0 | H 1.877 | V 0.029 | pL -0.014 | vL 0.003 | ∇ 0.046
U 10 | F 020480 | FPS 0678 | D 30 | rR:μσmM 0.39 0.30 0.00 0.81 | F:μσmM 209.4 96.3 69.0 324.0 | H 1.841 | V 0.062 | pL -0.027 | vL 0.006 | ∇ 0.058
Status saved
U 11 | F 022528 | FPS 0676 | D 33 | rR:μσmM 0.42 0.32 0.00 0.90 | F:μσmM 200.2 103.3 35.0 324.0 | H 1.843 | V 0.070 | pL -0.021 | vL 0.009 | ∇ 0.064
U 12 | F 024576 | FPS 0677 | D 36 | rR:μσmM 0.52 0.37 0.00 0.94 | F:μσmM 163.2 120.1 21.0 324.0 | H 1.807 | V 0.091 | pL -0.036 | vL 0.012 | ∇ 0.176
U 13 | F 026624 | FPS 0678 | D 39 | rR:μσmM 0.72 0.33 0.00 0.96 | F:μσmM 97.2 110.6 15.0 324.0 | H 1.723 | V 0.164 | pL -0.069 | vL 0.019 | ∇ 0.183
U 14 | F 028672 | FPS 0680 | D 42 | rR:μσmM 0.72 0.33 0.00 0.95 | F:μσmM 95.8 106.3 19.0 324.0 | H 1.711 | V 0.248 | pL -0.059 | vL 0.015 | ∇ 0.149
U 15 | F 030720 | FPS 0691 | D 45 | rR:μσmM 0.82 0.25 0.00 0.95 | F:μσmM 62.4 82.7 17.0 324.0 | H 1.638 | V 0.296 | pL -0.063 | vL 0.010 | ∇ 0.142
U 16 | F 032768 | FPS 0689 | D 48 | rR:μσmM 0.86 0.25 0.00 0.96 | F:μσmM 49.6 80.6 13.0 324.0 | H 1.539 | V 0.375 | pL -0.050 | vL 0.005 | ∇ 0.074
U 17 | F 034816 | FPS 0687 | D 51 | rR:μσmM 0.87 0.23 0.00 0.96 | F:μσmM 45.5 74.7 14.0 324.0 | H 1.513 | V 0.412 | pL -0.024 | vL 0.003 | ∇ 0.047
U 18 | F 036864 | FPS 0687 | D 54 | rR:μσmM 0.89 0.21 0.00 0.96 | F:μσmM 38.2 68.9 14.0 324.0 | H 1.480 | V 0.440 | pL -0.025 | vL 0.005 | ∇ 0.051
U 19 | F 038912 | FPS 0689 | D 57 | rR:μσmM 0.91 0.18 0.00 0.96 | F:μσmM 32.2 58.7 14.0 324.0 | H 1.521 | V 0.452 | pL -0.006 | vL 0.001 | ∇ 0.034
U 20 | F 040960 | FPS 0683 | D 60 | rR:μσmM 0.90 0.18 0.00 0.96 | F:μσmM 33.1 58.4 14.0 324.0 | H 1.605 | V 0.468 | pL -0.006 | vL 0.004 | ∇ 0.079
Status saved
U 21 | F 043008 | FPS 0688 | D 63 | rR:μσmM 0.83 0.26 0.00 0.96 | F:μσmM 59.5 85.1 16.0 324.0 | H 1.632 | V 0.477 | pL -0.007 | vL 0.009 | ∇ 0.055
U 22 | F 045056 | FPS 0685 | D 66 | rR:μσmM 0.86 0.17 0.00 0.95 | F:μσmM 48.6 58.5 18.0 324.0 | H 1.661 | V 0.483 | pL -0.016 | vL 0.007 | ∇ 0.059
U 23 | F 047104 | FPS 0688 | D 69 | rR:μσmM 0.85 0.12 0.43 0.94 | F:μσmM 52.8 43.3 20.0 206.0 | H 1.679 | V 0.495 | pL -0.011 | vL 0.008 | ∇ 0.067
U 24 | F 049152 | FPS 0683 | D 72 | rR:μσmM 0.83 0.18 0.00 0.95 | F:μσmM 60.8 59.3 17.0 324.0 | H 1.689 | V 0.489 | pL 0.005 | vL 0.005 | ∇ 0.054
U 25 | F 051200 | FPS 0683 | D 75 | rR:μσmM 0.83 0.13 0.40 0.95 | F:μσmM 60.4 47.4 18.0 217.0 | H 1.661 | V 0.496 | pL -0.005 | vL 0.006 | ∇ 0.053
U 26 | F 053248 | FPS 0683 | D 78 | rR:μσmM 0.81 0.18 0.00 0.94 | F:μσmM 68.4 58.9 21.0 324.0 | H 1.646 | V 0.516 | pL -0.024 | vL 0.008 | ∇ 0.078
U 27 | F 055296 | FPS 0683 | D 81 | rR:μσmM 0.85 0.11 0.57 0.96 | F:μσmM 52.6 38.8 14.0 156.0 | H 1.596 | V 0.531 | pL -0.024 | vL 0.009 | ∇ 0.061
U 28 | F 057344 | FPS 0686 | D 84 | rR:μσmM 0.89 0.07 0.67 0.95 | F:μσmM 38.8 23.9 17.0 120.0 | H 1.424 | V 0.616 | pL -0.087 | vL 0.008 | ∇ 0.112
U 29 | F 059392 | FPS 0688 | D 87 | rR:μσmM 0.91 0.05 0.70 0.96 | F:μσmM 32.8 18.8 15.0 109.0 | H 1.353 | V 0.688 | pL -0.046 | vL 0.006 | ∇ 0.046
U 30 | F 061440 | FPS 0688 | D 90 | rR:μσmM 0.92 0.07 0.37 0.96 | F:μσmM 27.9 25.0 13.0 226.0 | H 1.352 | V 0.740 | pL -0.033 | vL 0.005 | ∇ 0.065
Status saved
U 31 | F 063488 | FPS 0691 | D 93 | rR:μσmM 0.92 0.04 0.74 0.96 | F:μσmM 27.2 13.4 15.0 95.0 | H 1.438 | V 0.768 | pL -0.009 | vL 0.003 | ∇ 0.056
U 32 | F 065536 | FPS 0689 | D 96 | rR:μσmM 0.91 0.06 0.52 0.96 | F:μσmM 32.5 22.0 13.0 174.0 | H 1.422 | V 0.762 | pL 0.009 | vL 0.002 | ∇ 0.035
U 33 | F 067584 | FPS 0689 | D 99 | rR:μσmM 0.92 0.04 0.71 0.96 | F:μσmM 28.9 12.9 16.0 103.0 | H 1.365 | V 0.777 | pL -0.002 | vL 0.003 | ∇ 0.049
U 34 | F 069632 | FPS 0694 | D 102 | rR:μσmM 0.92 0.03 0.76 0.96 | F:μσmM 27.7 11.0 16.0 87.0 | H 1.353 | V 0.784 | pL -0.002 | vL 0.002 | ∇ 0.028
U 35 | F 071680 | FPS 0691 | D 105 | rR:μσmM 0.92 0.03 0.70 0.96 | F:μσmM 28.1 12.1 16.0 107.0 | H 1.335 | V 0.796 | pL -0.004 | vL 0.002 | ∇ 0.047
U 36 | F 073728 | FPS 0689 | D 108 | rR:μσmM 0.93 0.03 0.76 0.96 | F:μσmM 25.8 10.1 16.0 85.0 | H 1.317 | V 0.808 | pL -0.005 | vL 0.002 | ∇ 0.037
