-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 1 1 1

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=464915, spec=[0, 1, 1, 1], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0741 | D 2 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.932 | V 0.120 | pL 0.028 | vL 0.002 | ∇ 0.043
U 2 | F 004096 | FPS 0738 | D 5 | rR:μσmM 0.03 0.13 0.00 0.54 | F:μσmM 10.4 40.2 0.0 166.0 | H 1.931 | V 0.100 | pL 0.012 | vL 0.001 | ∇ 0.018
U 3 | F 006144 | FPS 0746 | D 8 | rR:μσmM 0.03 0.13 0.00 0.54 | F:μσmM 314.1 38.2 166.0 324.0 | H 1.936 | V 0.073 | pL 0.025 | vL 0.000 | ∇ 0.022
U 4 | F 008192 | FPS 0735 | D 11 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.936 | V 0.062 | pL 0.011 | vL 0.000 | ∇ 0.005
U 5 | F 010240 | FPS 0741 | D 13 | rR:μσmM 0.02 0.06 0.00 0.27 | F:μσmM 320.2 14.5 264.0 324.0 | H 1.936 | V 0.052 | pL 0.007 | vL 0.000 | ∇ 0.005
U 6 | F 012288 | FPS 0742 | D 16 | rR:μσmM 0.02 0.06 0.00 0.27 | F:μσmM 320.2 14.5 264.0 324.0 | H 1.940 | V 0.040 | pL 0.010 | vL 0.000 | ∇ 0.005
U 7 | F 014336 | FPS 0739 | D 19 | rR:μσmM 0.04 0.15 0.00 0.63 | F:μσmM 312.1 46.0 134.0 324.0 | H 1.937 | V 0.039 | pL 0.003 | vL 0.001 | ∇ 0.018
U 8 | F 016384 | FPS 0748 | D 22 | rR:μσmM 0.02 0.09 0.00 0.37 | F:μσmM 318.0 23.2 228.0 324.0 | H 1.940 | V 0.031 | pL 0.006 | vL 0.000 | ∇ 0.012
U 9 | F 018432 | FPS 0741 | D 24 | rR:μσmM 0.02 0.09 0.00 0.37 | F:μσmM 318.0 23.2 228.0 324.0 | H 1.941 | V 0.024 | pL 0.004 | vL 0.000 | ∇ 0.004
U 10 | F 020480 | FPS 0736 | D 27 | rR:μσmM 0.09 0.14 0.00 0.44 | F:μσmM 303.7 37.2 202.0 324.0 | H 1.938 | V 0.029 | pL -0.003 | vL 0.000 | ∇ 0.009
Status saved
U 11 | F 022528 | FPS 0743 | D 30 | rR:μσmM 0.11 0.20 0.00 0.69 | F:μσmM 296.3 57.6 110.0 324.0 | H 1.937 | V 0.028 | pL -0.001 | vL 0.001 | ∇ 0.029
U 12 | F 024576 | FPS 0741 | D 33 | rR:μσmM 0.11 0.22 0.00 0.69 | F:μσmM 292.3 67.0 110.0 324.0 | H 1.935 | V 0.037 | pL -0.000 | vL 0.000 | ∇ 0.011
U 13 | F 026624 | FPS 0743 | D 36 | rR:μσmM 0.11 0.19 0.00 0.61 | F:μσmM 296.2 54.6 140.0 324.0 | H 1.924 | V 0.038 | pL -0.001 | vL 0.002 | ∇ 0.022
U 14 | F 028672 | FPS 0740 | D 38 | rR:μσmM 0.22 0.26 0.00 0.72 | F:μσmM 264.0 80.5 101.0 324.0 | H 1.909 | V 0.048 | pL -0.016 | vL 0.002 | ∇ 0.023
U 15 | F 030720 | FPS 0746 | D 41 | rR:μσmM 0.29 0.25 0.00 0.72 | F:μσmM 244.6 77.8 101.0 324.0 | H 1.922 | V 0.043 | pL -0.006 | vL 0.002 | ∇ 0.023
U 16 | F 032768 | FPS 0744 | D 44 | rR:μσmM 0.25 0.27 0.00 0.72 | F:μσmM 252.7 84.4 101.0 324.0 | H 1.928 | V 0.058 | pL -0.009 | vL 0.002 | ∇ 0.018
U 17 | F 034816 | FPS 0745 | D 47 | rR:μσmM 0.19 0.25 0.00 0.68 | F:μσmM 271.6 76.9 115.0 324.0 | H 1.918 | V 0.056 | pL 0.002 | vL 0.002 | ∇ 0.020
U 18 | F 036864 | FPS 0753 | D 49 | rR:μσmM 0.18 0.23 0.00 0.68 | F:μσmM 274.9 67.2 116.0 324.0 | H 1.908 | V 0.059 | pL -0.008 | vL 0.002 | ∇ 0.033
U 19 | F 038912 | FPS 0749 | D 52 | rR:μσmM 0.30 0.22 0.00 0.68 | F:μσmM 242.8 69.3 116.0 324.0 | H 1.897 | V 0.074 | pL -0.010 | vL 0.003 | ∇ 0.033
