-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 0 3

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=356787, spec=[0, 5, 0, 3], text=False, value_loss_coef=0.5)

-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 0 3

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=630266, spec=[0, 5, 0, 3], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Device: cpu

Optimizer loaded

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0656 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.903 | V 0.147 | pL 0.030 | vL 0.001 | ∇ 0.054
U 1 | F 002048 | FPS 0663 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.903 | V 0.201 | pL 0.034 | vL 0.001 | ∇ 0.080
U 2 | F 004096 | FPS 0657 | D 6 | rR:μσmM 0.06 0.16 0.00 0.59 | F:μσmM 24.9 68.2 0.0 250.0 | H 1.924 | V 0.115 | pL 0.015 | vL 0.001 | ∇ 0.019
U 2 | F 004096 | FPS 0661 | D 6 | rR:μσmM 0.03 0.13 0.00 0.54 | F:μσmM 10.4 40.2 0.0 166.0 | H 1.931 | V 0.144 | pL 0.022 | vL 0.001 | ∇ 0.037
U 3 | F 006144 | FPS 0655 | D 9 | rR:μσmM 0.06 0.16 0.00 0.59 | F:μσmM 308.4 45.1 148.0 324.0 | H 1.936 | V 0.088 | pL 0.027 | vL 0.000 | ∇ 0.021
U 3 | F 006144 | FPS 0661 | D 9 | rR:μσmM 0.04 0.13 0.00 0.54 | F:μσmM 312.9 38.2 166.0 324.0 | H 1.935 | V 0.113 | pL 0.037 | vL 0.001 | ∇ 0.034
U 4 | F 008192 | FPS 0646 | D 12 | rR:μσmM 0.03 0.12 0.00 0.49 | F:μσmM 315.2 34.1 183.0 324.0 | H 1.929 | V 0.081 | pL 0.011 | vL 0.001 | ∇ 0.023
U 4 | F 008192 | FPS 0661 | D 12 | rR:μσmM 0.01 0.04 0.00 0.16 | F:μσmM 322.8 4.8 304.0 324.0 | H 1.935 | V 0.101 | pL 0.019 | vL 0.000 | ∇ 0.015
U 5 | F 010240 | FPS 0651 | D 15 | rR:μσmM 0.04 0.13 0.00 0.49 | F:μσmM 312.9 34.7 183.0 324.0 | H 1.930 | V 0.070 | pL 0.012 | vL 0.000 | ∇ 0.013
U 5 | F 010240 | FPS 0660 | D 15 | rR:μσmM 0.02 0.08 0.00 0.34 | F:μσmM 318.6 21.1 237.0 324.0 | H 1.941 | V 0.089 | pL 0.014 | vL 0.000 | ∇ 0.016
U 6 | F 012288 | FPS 0655 | D 18 | rR:μσmM 0.09 0.21 0.00 0.75 | F:μσmM 298.3 63.9 90.0 324.0 | H 1.931 | V 0.063 | pL 0.006 | vL 0.001 | ∇ 0.025
U 6 | F 012288 | FPS 0667 | D 18 | rR:μσmM 0.02 0.08 0.00 0.34 | F:μσmM 318.6 21.1 237.0 324.0 | H 1.941 | V 0.068 | pL 0.015 | vL 0.000 | ∇ 0.012
U 7 | F 014336 | FPS 0662 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.942 | V 0.054 | pL 0.010 | vL 0.000 | ∇ 0.010
