-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 0 6

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=419735, spec=[0, 7, 0, 6], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0666 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.893 | V 0.010 | pL -0.000 | vL 0.000 | ∇ 0.062
U 2 | F 004096 | FPS 0672 | D 6 | rR:μσmM 0.05 0.13 0.00 0.42 | F:μσmM 28.1 74.5 0.0 241.0 | H 1.911 | V 0.017 | pL -0.005 | vL 0.001 | ∇ 0.022
U 3 | F 006144 | FPS 0668 | D 9 | rR:μσmM 0.06 0.13 0.00 0.42 | F:μσmM 309.7 33.5 208.0 324.0 | H 1.940 | V 0.008 | pL 0.001 | vL 0.000 | ∇ 0.022
U 4 | F 008192 | FPS 0670 | D 12 | rR:μσmM 0.07 0.18 0.00 0.70 | F:μσmM 305.1 53.3 107.0 324.0 | H 1.935 | V 0.016 | pL -0.006 | vL 0.002 | ∇ 0.047
U 5 | F 010240 | FPS 0669 | D 15 | rR:μσmM 0.17 0.27 0.00 0.73 | F:μσmM 274.8 84.0 99.0 324.0 | H 1.934 | V 0.029 | pL -0.010 | vL 0.002 | ∇ 0.062
U 6 | F 012288 | FPS 0664 | D 18 | rR:μσmM 0.15 0.27 0.00 0.73 | F:μσmM 279.3 82.7 99.0 324.0 | H 1.926 | V 0.032 | pL -0.009 | vL 0.002 | ∇ 0.053
U 7 | F 014336 | FPS 0675 | D 21 | rR:μσmM 0.21 0.28 0.00 0.67 | F:μσmM 261.6 83.0 118.0 324.0 | H 1.893 | V 0.064 | pL -0.007 | vL 0.004 | ∇ 0.103
U 8 | F 016384 | FPS 0681 | D 24 | rR:μσmM 0.23 0.25 0.00 0.62 | F:μσmM 259.2 72.3 137.0 324.0 | H 1.914 | V 0.069 | pL 0.004 | vL 0.002 | ∇ 0.054
U 9 | F 018432 | FPS 0679 | D 27 | rR:μσmM 0.22 0.23 0.00 0.62 | F:μσmM 264.8 70.3 137.0 324.0 | H 1.916 | V 0.080 | pL 0.001 | vL 0.002 | ∇ 0.042
U 10 | F 020480 | FPS 0670 | D 30 | rR:μσmM 0.23 0.28 0.00 0.79 | F:μσmM 260.9 88.4 74.0 324.0 | H 1.908 | V 0.091 | pL 0.001 | vL 0.004 | ∇ 0.061
Status saved
U 11 | F 022528 | FPS 0678 | D 33 | rR:μσmM 0.25 0.26 0.00 0.74 | F:μσmM 255.9 80.9 95.0 324.0 | H 1.901 | V 0.088 | pL -0.001 | vL 0.003 | ∇ 0.088
U 12 | F 024576 | FPS 0674 | D 36 | rR:μσmM 0.34 0.27 0.00 0.83 | F:μσmM 228.4 88.5 61.0 324.0 | H 1.899 | V 0.109 | pL -0.002 | vL 0.003 | ∇ 0.050
U 13 | F 026624 | FPS 0674 | D 39 | rR:μσmM 0.24 0.31 0.00 0.83 | F:μσmM 257.6 98.6 61.0 324.0 | H 1.893 | V 0.089 | pL 0.013 | vL 0.002 | ∇ 0.035
U 14 | F 028672 | FPS 0674 | D 42 | rR:μσmM 0.28 0.33 0.00 0.86 | F:μσmM 244.7 106.0 50.0 324.0 | H 1.891 | V 0.099 | pL -0.010 | vL 0.004 | ∇ 0.067
U 15 | F 030720 | FPS 0674 | D 45 | rR:μσmM 0.42 0.32 0.00 0.85 | F:μσmM 200.2 104.2 54.0 324.0 | H 1.855 | V 0.146 | pL -0.027 | vL 0.008 | ∇ 0.075
U 16 | F 032768 | FPS 0682 | D 48 | rR:μσmM 0.59 0.25 0.00 0.84 | F:μσmM 142.1 80.2 58.0 324.0 | H 1.824 | V 0.181 | pL -0.038 | vL 0.007 | ∇ 0.133
U 17 | F 034816 | FPS 0678 | D 51 | rR:μσmM 0.77 0.15 0.29 0.94 | F:μσmM 83.1 53.3 22.0 255.0 | H 1.797 | V 0.192 | pL -0.048 | vL 0.009 | ∇ 0.190
U 18 | F 036864 | FPS 0686 | D 54 | rR:μσmM 0.61 0.30 0.00 0.91 | F:μσmM 137.0 104.2 32.0 324.0 | H 1.750 | V 0.206 | pL -0.045 | vL 0.011 | ∇ 0.160
U 19 | F 038912 | FPS 0681 | D 57 | rR:μσmM 0.72 0.20 0.00 0.92 | F:μσmM 99.2 65.7 30.0 324.0 | H 1.695 | V 0.281 | pL -0.083 | vL 0.014 | ∇ 0.168
