-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 1 7

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=448580, spec=[0, 7, 1, 7], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 1 7

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=664948, spec=[0, 7, 1, 7], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0732 | D 2 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.934 | V 0.289 | pL 0.049 | vL 0.001 | ∇ 0.104
U 1 | F 002048 | FPS 0666 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.905 | V -0.751 | pL -0.135 | vL 0.001 | ∇ 0.094
U 2 | F 004096 | FPS 0734 | D 5 | rR:μσmM 0.02 0.07 0.00 0.30 | F:μσmM 15.8 61.0 0.0 252.0 | H 1.924 | V 0.246 | pL 0.041 | vL 0.000 | ∇ 0.052
U 2 | F 004096 | FPS 0670 | D 6 | rR:μσmM 0.02 0.09 0.00 0.38 | F:μσmM 13.9 54.0 0.0 223.0 | H 1.905 | V -0.621 | pL -0.122 | vL 0.005 | ∇ 0.127
U 3 | F 006144 | FPS 0741 | D 8 | rR:μσmM 0.03 0.09 0.00 0.30 | F:μσmM 316.4 20.5 252.0 324.0 | H 1.915 | V 0.188 | pL 0.059 | vL 0.002 | ∇ 0.062
U 3 | F 006144 | FPS 0667 | D 9 | rR:μσmM 0.04 0.11 0.00 0.38 | F:μσmM 313.6 28.3 223.0 324.0 | H 1.883 | V -0.482 | pL -0.161 | vL 0.015 | ∇ 0.205
U 4 | F 008192 | FPS 0729 | D 11 | rR:μσmM 0.03 0.09 0.00 0.30 | F:μσmM 316.4 20.5 252.0 324.0 | H 1.929 | V 0.154 | pL 0.027 | vL 0.000 | ∇ 0.032
U 4 | F 008192 | FPS 0661 | D 12 | rR:μσmM 0.04 0.11 0.00 0.38 | F:μσmM 313.6 28.3 223.0 324.0 | H 1.912 | V -0.415 | pL -0.076 | vL 0.001 | ∇ 0.090
U 5 | F 010240 | FPS 0738 | D 14 | rR:μσmM 0.02 0.08 0.00 0.33 | F:μσmM 318.8 20.3 240.0 324.0 | H 1.940 | V 0.126 | pL 0.022 | vL 0.000 | ∇ 0.032
U 5 | F 010240 | FPS 0670 | D 15 | rR:μσmM 0.07 0.14 0.00 0.44 | F:μσmM 306.1 36.4 202.0 324.0 | H 1.894 | V -0.343 | pL -0.086 | vL 0.005 | ∇ 0.089
U 6 | F 012288 | FPS 0740 | D 17 | rR:μσmM 0.03 0.08 0.00 0.33 | F:μσmM 318.5 20.3 240.0 324.0 | H 1.938 | V 0.101 | pL 0.021 | vL 0.000 | ∇ 0.024
U 6 | F 012288 | FPS 0668 | D 18 | rR:μσmM 0.09 0.15 0.00 0.52 | F:μσmM 304.3 41.7 174.0 324.0 | H 1.889 | V -0.280 | pL -0.074 | vL 0.005 | ∇ 0.098
U 7 | F 014336 | FPS 0733 | D 19 | rR:μσmM 0.01 0.03 0.00 0.11 | F:μσmM 323.8 1.0 320.0 324.0 | H 1.938 | V 0.086 | pL 0.016 | vL 0.000 | ∇ 0.021
U 7 | F 014336 | FPS 0648 | D 21 | rR:μσmM 0.11 0.22 0.00 0.62 | F:μσmM 292.7 65.5 138.0 324.0 | H 1.894 | V -0.229 | pL -0.058 | vL 0.005 | ∇ 0.108
U 8 | F 016384 | FPS 0733 | D 22 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.941 | V 0.066 | pL 0.021 | vL 0.000 | ∇ 0.027
U 8 | F 016384 | FPS 0670 | D 25 | rR:μσmM 0.13 0.22 0.00 0.62 | F:μσmM 288.6 64.5 138.0 324.0 | H 1.918 | V -0.174 | pL -0.049 | vL 0.002 | ∇ 0.094
U 9 | F 018432 | FPS 0729 | D 25 | rR:μσmM 0.04 0.15 0.00 0.60 | F:μσmM 312.7 43.8 143.0 324.0 | H 1.936 | V 0.063 | pL 0.007 | vL 0.001 | ∇ 0.017
U 9 | F 018432 | FPS 0664 | D 28 | rR:μσmM 0.06 0.16 0.00 0.64 | F:μσmM 307.8 47.2 130.0 324.0 | H 1.927 | V -0.143 | pL -0.036 | vL 0.001 | ∇ 0.038
